Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Offense,,Offense,Ohio State Pairs,Wing Rotations,OSP - Wing Rotation - Mumbo / Flare,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=TtfxoS7ZZuxxuvO3r65z"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=TtfxoS7ZZuxxuvO3r65z,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming. 
We would like to set picks where the ball carrier and picking player can exit the pick to their strong hands.",419,OSP - Wing Rotation - Mumbo / Flare,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming. 
We would like to set picks where the ball carrier and picking player can exit the pick to their strong hands.""",2021-01-03T14:31:06.260Z,2025-02-01T19:57:35.773Z
Offense,,Offense,Ohio State Pairs,Wing Rotations,OSP - Wing Rotation - Off Ball Picks,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Mn6vNPZnTw3weeXHVmKV"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Mn6vNPZnTw3weeXHVmKV,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Up Picks and Down Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming.  Once a pick is set -  the picker will always slip (roll) to the goal.",420,OSP - Wing Rotation - Off Ball Picks,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

Up Picks and Down Picks can be run from the perimeter or inside out sets.  The key with good picks is to get inside of the defensive player you are trying to pick so that he can’t see the pick coming.  Once a pick is set -  the picker will always slip (roll) to the goal.  """,2021-01-03T14:31:06.260Z,2025-02-01T19:58:35.769Z
Offense,,Offense,Ohio State Pairs,X Motions,OSP - X Mirror,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Kk6qsdR1dA9mHKJYsgjY"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Kk6qsdR1dA9mHKJYsgjY,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The Attack Mirror Motion can occur when the X group is on the perimeter or inside out.  As one of the players dodges up the wing -  the partner must get to X to become the backward outlet.",422,OSP - X Mirror,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The Attack Mirror Motion can occur when the X group is on the perimeter or inside out.  As one of the players dodges up the wing -  the partner must get to X to become the backward outlet.""",2021-01-03T14:31:06.260Z,2025-02-01T19:58:00.753Z
Offense,,Offense,Ohio State Pairs,X Rotations,OSP - X Rotation - Clear Through and Fill,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0HIUEAZxFFKktIB9lQ6T"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=0HIUEAZxFFKktIB9lQ6T,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The ball side player will clear through to the crease as the backside player will get to X as the forward outlet.

This is used mostly to set up a quick dodge to the backside -  or an inside-out pick to the strong hand.",423,OSP - X Rotation - Clear Through and Fill,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The ball side player will clear through to the crease as the backside player will get to X as the forward outlet.

This is used mostly to set up a quick dodge to the backside -  or an inside-out pick to the strong hand.""",2021-01-03T14:31:06.260Z,2025-04-16T18:37:32.182Z
Offense,,Offense,Ohio State Pairs,X Rotations,OSP - X Rotation - Fade and Cut The Middle,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zwu7li9t9Z8yDIAt3Spv"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=zwu7li9t9Z8yDIAt3Spv,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The ball side player will Fade to X to become the Forward Outlet while the backside player cuts the Middle.  

This is used mostly to set up quick ball movement to the backside or a reversal dodge back towards where the ball came from.",424,OSP - X Rotation - Fade and Cut The Middle,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

The ball side player will Fade to X to become the Forward Outlet while the backside player cuts the Middle.  

This is used mostly to set up quick ball movement to the backside or a reversal dodge back towards where the ball came from.""",2021-01-03T14:31:06.260Z,2025-04-16T18:36:53.497Z
Offense,,Offense,Ohio State Pairs,X Rotations,OSP - X Rotation - Pop and Step Off,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mIsqglhesxzNJuat6onk"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=mIsqglhesxzNJuat6onk,,,"The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The Pop and Step Off Rotation is run out of the inside out set.  The player at X will pop ball side to be the forward outlet as the player on the crease steps off to be the 2nd pass option.  

If the ball is passed forward twice -  the player who stepped off is primed for a dodge to his strong hand.",425,OSP - X Rotation - Pop and Step Off,OSP,Offense,"""The Ohio State Pairs offense is a motion offense that utilizes 3 groups of 2 players.

We will run these rotations with an opposite wing mirror.

The Pop and Step Off Rotation is run out of the inside out set.  The player at X will pop ball side to be the forward outlet as the player on the crease steps off to be the 2nd pass option.  

If the ball is passed forward twice -  the player who stepped off is primed for a dodge to his strong hand.""",2021-01-03T14:31:06.260Z,2025-04-15T17:53:49.835Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Draft Cuts,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fbtZPIMK33BttfjY8CEX"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=fbtZPIMK33BttfjY8CEX,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Draft Cuts to happen when one player cuts directly behind another player

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",461,PSO - PB - Draft Cuts,PSO,,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Draft Cuts to happen when one player cuts directly behind another player

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T20:56:39.212Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Fade,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GTS1VOVhgq42mHOywKud"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=GTS1VOVhgq42mHOywKud,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
Players of top can fade to the backside to give dodgers room on the wing and look for skip lanes.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",457,PSO - PB - Fade,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
Players of top can fade to the backside to give dodgers room on the wing and look for skip lanes.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T21:11:52.343Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Float Cut,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LNLQ61H4BafOrsCNetZn"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=LNLQ61H4BafOrsCNetZn,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Players on the crease can float out the Backside looking for a skip and then cut off nothing is there.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",458,PSO - PB - Float Cut,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Players on the crease can float out the Backside looking for a skip and then cut off nothing is there.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T21:44:21.388Z
Offense,Offense,Penn State Offense,Picks Behind,2 Man,PSO - PB - Picks Behind,107,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0PpHEcdEIwJWgcFmMXje"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=0PpHEcdEIwJWgcFmMXje,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",454,PSO - PB - Picks Behind,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T20:57:37.836Z
Offense,Offense,Penn State Offense,Picks Behind,Scoring Plays,PSO - PB - Razor Pick / Scissor Cut,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yTPjw7QWXSKlLFFJHVLI"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=yTPjw7QWXSKlLFFJHVLI,,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.",463,PSO - PB - Razor Pick / Scissor Cut,PSO,Offense,"""The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.""",2021-01-03T14:31:06.260Z,2024-04-02T20:37:50.313Z
Offense,Offense,Penn State Offense,Picks Behind,2 Man,PSO - PB - Razor Picks,107,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kDBYqof3ZS0QAixKlOma"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=kDBYqof3ZS0QAixKlOma,,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.",455,PSO - PB - Razor Picks,PSO,Offense,"""The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.""",2021-01-03T14:31:06.260Z,2021-01-07T02:09:35.391Z
Offense,Offense,Penn State Offense,Picks Behind,Scoring Plays,PSO - PB - Razor Picks,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZtDUBl0hrpsovOezkz22"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ZtDUBl0hrpsovOezkz22,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Razor Picks (East West Picks in PDF are Picks set on GLE with the Dodger moving East to west.  The objective being to create separation to allow the dodger to curl the opposite side of the goal or roll back over the top of them.",464,PSO - PB - Razor Picks,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Razor Picks (East West Picks in PDF are Picks set on GLE with the Dodger moving East to west.  The objective being to create separation to allow the dodger to curl the opposite side of the goal or roll back over the top of them.""",2021-01-03T14:31:06.260Z,2021-01-06T20:57:23.212Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Scissor Cuts,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ohaiStPKJd3jQHSJXKqm"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ohaiStPKJd3jQHSJXKqm,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Scissor Cuts happen when the two
Inside players cut one after the other - Nearside -  then Backside. Draft cuts happen when one player cuts right behind another cutting player.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",459,PSO - PB - Scissor Cuts,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Scissor Cuts happen when the two
Inside players cut one after the other - Nearside -  then Backside. Draft cuts happen when one player cuts right behind another cutting player.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2023-11-24T19:16:59.006Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Seal and Pop,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=go5X2xhKcnRvj6yTkkTu"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=go5X2xhKcnRvj6yTkkTu,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

The seal and pop rotation happens when one player sets a pick on their own player -  not allowing them to cover another player that is cutting around them.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",460,PSO - PB - Seal and Pop,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

The seal and pop rotation happens when one player sets a pick on their own player -  not allowing them to cover another player that is cutting around them.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T21:00:33.933Z
Offense,Offense,Penn State Offense,Picks Behind,Scoring Plays,PSO - PB - Slam Pick / Seal Pop,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=IS5oushQzBgxmMQcRSo4"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=IS5oushQzBgxmMQcRSo4,,,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.",465,PSO - PB - Slam Pick / Seal Pop,PSO,Offense,"""The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.""",2021-01-03T14:31:06.260Z,2021-01-07T02:53:17.078Z
Offense,Offense,Penn State Offense,Picks Behind,2 Man,PSO - PB - Slam Picks,107,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tMXgdYCk41iOqzgZp0kM"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tMXgdYCk41iOqzgZp0kM,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Slam Picks create difficult decisions of whether to switch or stay with by picking down on GLE.",456,PSO - PB - Slam Picks,PSO,Offense,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Slam Picks create difficult decisions of whether to switch or stay with by picking down on GLE.""",2021-01-03T14:31:06.260Z,2021-01-06T20:58:16.348Z
Offense,Offense,Penn State Offense,Picks Behind,Off Ball,PSO - PB - Slip Pick,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ynYAurR622cu70ogIzG0"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=ynYAurR622cu70ogIzG0,,,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
A slip pick happens when a player moves like they’re going to set a pick for another player and then slips to the goal.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.",462,PSO - PB - Slip Pick,PSO,,"""The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
A slip pick happens when a player moves like they’re going to set a pick for another player and then slips to the goal.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.""",2021-01-03T14:31:06.260Z,2021-01-06T21:06:06.450Z
Transition,,Transition,Riding,10 Man Ride,10 MR - 1st Level Turnovers,82,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MA4KYHrD0ljXcilWfuXy"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=MA4KYHrD0ljXcilWfuXy,,,To create the time it takes to get into the 1 Man Ride -  we must get in the face Of the first ball carrier so they can’t get up and out Early.  Once the ball is passed adjacent -  we can press up to cause turnovers.,511,10 MR - 1st Level Turnovers,10 MR,Clear - Ride - Transition - Whole Unit (8+),To create the time it takes to get into the 1 Man Ride -  we must get in the face Of the first ball carrier so they can’t get up and out Early.  Once the ball is passed adjacent -  we can press up to cause turnovers.,2021-01-03T14:46:04.552Z,2025-01-29T16:04:11.809Z
Transition,,Transition,Riding,10 Man Ride,10 MR - 2nd Level Doubles,82,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mGNeYgNq7wbEuUBh3v3f"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=mGNeYgNq7wbEuUBh3v3f,,,We will create turnovers in the second level by doubling with our attackmen and midfielders.,512,10 MR - 2nd Level Doubles,10 MR,Clear - Ride - Transition - Whole Unit (8+),We will create turnovers in the second level by doubling with our attackmen and midfielders.,2021-01-03T14:46:04.552Z,2025-01-29T16:04:41.861Z
Transition,,Transition,Riding,10 Man Ride,10 MR - 3rd Level Doubles,82,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3MVmxxCPw7qZbiXPkUbw"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=3MVmxxCPw7qZbiXPkUbw,,,If a player carries over the midline while in a double we must stay on that double and not let them free their hands. Think of it in the same way we would be doubling at the end of the game to get the ball back.,513,10 MR - 3rd Level Doubles,10 MR,Clear - Ride - Transition - Whole Unit (8+),If a player carries over the midline while in a double we must stay on that double and not let them free their hands. Think of it in the same way we would be doubling at the end of the game to get the ball back.,2021-01-03T14:46:04.552Z,2025-02-01T20:26:46.121Z
Transition,,Transition,Riding,10 Man Ride,10 MR - Bumping Up The Pole,82,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Sv9VxjkK3vZBVzrSGzbG"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Sv9VxjkK3vZBVzrSGzbG,,,To get into the 10 Man Ride -  the goalie will bump up a succession of players to the field.,514,10 MR - Bumping Up The Pole,10 MR,Clear - Ride - Transition - Whole Unit (8+),To get into the 10 Man Ride -  the goalie will bump up a succession of players to the field.,2021-01-03T14:46:04.552Z,2025-01-29T16:02:26.759Z
Transition,,Transition,Riding,10 Man Ride,10 MR - Switching the Field,82,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=A0b6YHplRGT7UG0oaq2U"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=A0b6YHplRGT7UG0oaq2U,,,If all of the clearing players are in front of the midline -  we have to get a midfielder back before the pole can go over. When this happens we will have to alternate which side of the field has a midfielder back in order to press up to the defenseman.,515,10 MR - Switching the Field,10 MR,Clear - Ride - Transition - Whole Unit (8+),If all of the clearing players are in front of the midline -  we have to get a midfielder back before the pole can go over. When this happens we will have to alternate which side of the field has a midfielder back in order to press up to the defenseman.,2021-01-03T14:46:04.552Z,2025-02-01T20:26:21.444Z
Transition,,Transition,Riding,2 Down (Windshield Wiper),2 Down Windshield Wiper Ride,138,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RkMWaLbarcxizqi0yxPR"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=RkMWaLbarcxizqi0yxPR,,,The two down or windshield wiper ride uses two attackmen to play the base defenseman and Goalie of the clear.  While everyone else  matches up man to man up field. If a pass is made to an upfield player the attackme must chase so that when a midfielder turns them back they will have the opportunity to double.,517,2 Down Windshield Wiper Ride,2 Down Windshield Wiper Ride,Ride - Transition - Whole Unit (8+) - Beginner,The two down or windshield wiper ride uses two attackmen to play the base defenseman and Goalie of the clear.  While everyone else  matches up man to man up field. If a pass is made to an upfield player the attackme must chase so that when a midfielder turns them back they will have the opportunity to double.,2023-11-17T19:04:47.616Z,2024-03-03T21:25:24.763Z
Transition,,Transition,Riding,2 Down (Windshield Wiper),2DR - Windshield Wiper,138,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FSL5dUinU0xYkVdNwYps"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=FSL5dUinU0xYkVdNwYps,,,The two down or windshield wiper ride uses two attackmen to play the base defenseman and Goalie of the clear.  While everyone else  matches up man to man up field. If a pass is made to an upfield player the attackmeb must chase so that when a midfielder turns them back they will have the opportunity to double.,516,2DR - Windshield Wiper,2DR,Clear - Ride - Transition - Whole Unit (8+) - Beginner,The two down or windshield wiper ride uses two attackmen to play the base defenseman and Goalie of the clear.  While everyone else  matches up man to man up field. If a pass is made to an upfield player the attackmeb must chase so that when a midfielder turns them back they will have the opportunity to double.,2021-01-03T14:46:04.552Z,2025-02-20T13:55:50.346Z
Transition,,Transition,Riding,3-3 Deep Zone Ride,3-3 Deep Zone Ride Layout,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tqEHTVTyJtKfnFMY0anR"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=tqEHTVTyJtKfnFMY0anR,,,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,518,3-3 Deep Zone Ride Layout,3-3 Deep Zone Ride Layout,Ride - Transition - Whole Unit (8+) - Beginner,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,2023-11-17T19:01:29.447Z,2025-02-23T21:21:11.653Z
Transition,,Transition,Riding,3-3 Deep Zone Ride,3-3 Zone Ride,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=AZt1TxzMc9lDig0kT198"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=AZt1TxzMc9lDig0kT198,,,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,519,3-3 Zone Ride,3-3 Zone Ride,Ride - Transition - Whole Unit (8+) - Beginner,In the 3-3 zone ride -  all players will drop immediately to prevent any early break. Once we’ve forced the adjacent pass -  players will try to double near the midline with attack and midfield groups.,2021-01-03T14:46:04.552Z,2025-02-23T21:15:26.777Z
Transition,,Transition,Riding,Goalie Ride,Goalie Ride,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=99KAxfSjuWWXgQaoHZVR"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=99KAxfSjuWWXgQaoHZVR,,,The Goalie Ride is used to pick on other teams goalies by making them handle the ball and locking off all the other players.,520,Goalie Ride,Goalie Ride,Ride - Transition - Whole Unit (8+) - Beginner,The Goalie Ride is used to pick on other teams goalies by making them handle the ball and locking off all the other players.,2023-11-14T21:34:54.785Z,2025-04-06T05:58:58.326Z
Transition,,Transition,Riding,Riding Objectives,Riding Objectives,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RS7f3CCb06zZuzigOFC1"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=RS7f3CCb06zZuzigOFC1,,,"During a ride -  we have three objectives. 

First -  we want to get in to play defense without giving our opponent Transition offensive opportunities. 

Second -  we want to substitute our defensive personnel onto the field. 

Third -  we want to pressure the clearing team to create turnovers -  so we can generate office of opportunities of our own. 

These turnovers are usually the result of forcing long passes or double teaming the Clearing Personnel by setting traps. ",521,Riding Objectives,Riding Objectives,Clear - Ride - Transition - Whole Unit (8+) - Beginner,"""During a ride -  we have three objectives. 

First -  we want to get in to play defense without giving our opponent Transition offensive opportunities. 

Second -  we want to substitute our defensive personnel onto the field. 

Third -  we want to pressure the clearing team to create turnovers -  so we can generate office of opportunities of our own. 

These turnovers are usually the result of forcing long passes or double teaming the Clearing Personnel by setting traps. """,2023-11-15T12:34:54.254Z,2024-02-25T03:41:36.883Z
