Vimeo Connection ID,Strategy Categories,Strategy Name,Lacrosse Lab Link,description,Paste Embed Code in This Column
,Offense - Set Plays,Open Up Pick / Shallow Nations,https://lacrosse.labradorsports.com/play?l=efGO6UtXPFjelxwjbRCM,This is a simple pick or dodging play that should free up an player slipping to the cage.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=efGO6UtXPFjelxwjbRCM"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=L4sQEswGq1Yvo4CxZ0Vg,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 1-4-1 Wing Mirror us used to entice slides from strong players on the crease.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L4sQEswGq1Yvo4CxZ0Vg"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=qtfLOS6Lu4P41Gs4g3T3,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 1-4-1 Wing Mirror us used to entice slides from strong players on the crease.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qtfLOS6Lu4P41Gs4g3T3"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=wBVd6KpuJJWsmLjygWiU,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Backside Cut and Separate is used by the backside  to ensure that Defenseman can’t okay both players.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wBVd6KpuJJWsmLjygWiU"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=T0AKzk7fktOfkIVm8dyw,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Backside Exchange is used by the backside players to set up for a secondary dodge.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=T0AKzk7fktOfkIVm8dyw"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=3RM2tj5WasWOKzrjkwcS,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The Top Cut happens when the player Up top Cuts Down the Middle.  We showed it here with a backside exchange to maintain spacing.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3RM2tj5WasWOKzrjkwcS"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=9HPQVApTmM7ydTp2SXqH,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The top fade is used by the player up top to give the dodger room over the top.  We are going to show it with a backside Cut and separate because it will maintain great spacing.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9HPQVApTmM7ydTp2SXqH"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=1e4PDYLKCgdfJkY0shB9,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The top fade is used by the player up top to give the dodger room over the top.  We are going to show it with a backside Cut and separate because it will maintain great spacing.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1e4PDYLKCgdfJkY0shB9"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=eLSP3nNMUrhg51qWAZT5,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

For our backside looks -  we will have the back side pairs use a mirror Motion -  but this could be a Pick as well.

The player at X will play hang up games with his defenseman by fading away to give room to the dodger while enticing the defenseman to slide so he can push Backside after a pass.

We will see the hang up games with a Mirror Motion -  Backside Cut and Separate -  and Top Fade.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=eLSP3nNMUrhg51qWAZT5"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=Gp1HGvWmPy8Aww2H1DKu,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Backside exchange and separate ensures 1 player can not play 2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Gp1HGvWmPy8Aww2H1DKu"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=TdhiPE5MEY3n03aPt6wj,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The player at X will entice his defender to help and a fade to hang up his defender on the pass.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=TdhiPE5MEY3n03aPt6wj"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=PEbwoeaLyfi4CiQF7pez,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

If they won’t slide off of the mirror player -  the dodgers will have tons of room.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=PEbwoeaLyfi4CiQF7pez"" style=""max-width: 100%""></iframe>"
6,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=30cZCOtlF6oil6xzYwca,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Backside Motion will prep for the next 2 Man Game.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=30cZCOtlF6oil6xzYwca"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=RuekRbaan2CUqhtll4S5,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RuekRbaan2CUqhtll4S5"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=Ull9OC99ZQmxXKVm57M0,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Ull9OC99ZQmxXKVm57M0"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=jJwNPLRBWs6bxpUJLqqr,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=jJwNPLRBWs6bxpUJLqqr"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=tg6e8N4y3U1U684TM7fz,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The Backside High players will Exchange to set up for the secondary Pick Motion.
 If the top player picks -  this will look like a cycle with the top right player cutting the Middle and the low Player cycling Up to the top.

If the crease Picks -  the top Center player will Fade and the top right player will Cut The Middle.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tg6e8N4y3U1U684TM7fz"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=JNitcfavDp6WqqiREtQM,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The low pair will begin stacked -  with one on the crease and the other at x -  or with both at x.

When both are at x -  they can hold to swing the ball -  clear through and Fill -  or fade and cut the middle.

When the low pair is stacked -  they can exchange -  the player at X can play hang up games -  and on some more set play pieces -  the crease player can move to the outside and overlap.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JNitcfavDp6WqqiREtQM"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=InskY2kSe6z0yB4aA3Fx,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The low pair will begin stacked -  with one on the crease and the other at x -  or with both at x.

When both are at x -  they can hold to swing the ball -  clear through and Fill -  or fade and cut the middle.

When the low pair is stacked -  they can exchange -  the player at X can play hang up games -  and on some more set play pieces -  the crease player can move to the outside and overlap.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=InskY2kSe6z0yB4aA3Fx"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=HKneeXHauRBO3F8X3ycH,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The low pair will begin stacked -  with one on the crease and the other at x -  or with both at x.

When both are at x -  they can hold to swing the ball -  clear through and Fill -  or fade and cut the middle.

When the low pair is stacked -  they can exchange -  the player at X can play hang up games -  and on some more set play pieces -  the crease player can move to the outside and overlap.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=HKneeXHauRBO3F8X3ycH"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=dNKea3SVuc6PUWbgmRJO,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The low pair will begin stacked -  with one on the crease and the other at x -  or with both at x.

When both are at x -  they can hold to swing the ball -  clear through and Fill -  or fade and cut the middle.

When the low pair is stacked -  they can exchange -  the player at X can play hang up games -  and on some more set play pieces -  the crease player can move to the outside and overlap.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dNKea3SVuc6PUWbgmRJO"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=InskY2kSe6z0yB4aA3Fx,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The 3 High Offense begins with a high wing dodge.   The 2 man Game will come from the crease or top center.

The low pair will begin stacked -  with one on the crease and the other at x -  or with both at x.

When both are at x -  they can hold to swing the ball -  clear through and Fill -  or fade and cut the middle.

When the low pair is stacked -  they can exchange -  the player at X can play hang up games -  and on some more set play pieces -  the crease player can move to the outside and overlap.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=InskY2kSe6z0yB4aA3Fx"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=yCn5t6aGFwtyzx9mEpc8,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

In the 3 High Offense -  dodgers must dodge to score.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yCn5t6aGFwtyzx9mEpc8"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=DgczanKwUJWUaWiOkOxa,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

If you draw a slide -  step away and swing it to backside.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DgczanKwUJWUaWiOkOxa"" style=""max-width: 100%""></iframe>"
15,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=2TU5ZWcNdaSoiVRhkIP1,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Overlap Fake flip.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=2TU5ZWcNdaSoiVRhkIP1"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=0PpHEcdEIwJWgcFmMXje,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=0PpHEcdEIwJWgcFmMXje"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=kDBYqof3ZS0QAixKlOma,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kDBYqof3ZS0QAixKlOma"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=tMXgdYCk41iOqzgZp0kM,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Slam Picks create difficult decisions of whether to switch or stay with by picking down on GLE.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=tMXgdYCk41iOqzgZp0kM"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=fbtZPIMK33BttfjY8CEX,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Draft Cuts to happen when one player cuts directly behind another player

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fbtZPIMK33BttfjY8CEX"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=GTS1VOVhgq42mHOywKud,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
Players of top can fade to the backside to give dodgers room on the wing and look for skip lanes.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GTS1VOVhgq42mHOywKud"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=LNLQ61H4BafOrsCNetZn,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Players on the crease can float out the Backside looking for a skip and then cut off nothing is there.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LNLQ61H4BafOrsCNetZn"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=ohaiStPKJd3jQHSJXKqm,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

Scissor Cuts happen when the two
Inside players cut one after the other - Nearside -  then Backside. Draft cuts happen when one player cuts right behind another cutting player.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ohaiStPKJd3jQHSJXKqm"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=go5X2xhKcnRvj6yTkkTu,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.

The seal and pop rotation happens when one player sets a pick on their own player -  not allowing them to cover another player that is cutting around them.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=go5X2xhKcnRvj6yTkkTu"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=ynYAurR622cu70ogIzG0,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.  The motion up top is based on reading the defense and who wants to slide the separating to ensure that one defenseman can’t cover 2.
A slip pick happens when a player moves like they’re going to set a pick for another player and then slips to the goal.

Picks Behind - These are the traditional picks behind -  used to generate advantages -  big little switches -  and to get hands free in dangerous space.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ynYAurR622cu70ogIzG0"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=yTPjw7QWXSKlLFFJHVLI,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yTPjw7QWXSKlLFFJHVLI"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=ZtDUBl0hrpsovOezkz22,"The 3 variations of the Penn State Offense use a 2 Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

The Picks Behind Offense utilizes a wide range of 2 Man Games Behind.

Razor Picks (East West Picks in PDF are Picks set on GLE with the Dodger moving East to west.  The objective being to create separation to allow the dodger to curl the opposite side of the goal or roll back over the top of them.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZtDUBl0hrpsovOezkz22"" style=""max-width: 100%""></iframe>"
107,Offense,#REF!,https://lacrosse.labradorsports.com/play?l=IS5oushQzBgxmMQcRSo4,"The 3 variations of the Penn State Offense use a Man Game and Off Ball Movement that feeds into itself to create an incredible motion offense.

Razor Picks are set right on GLE to gain a step to X or roll back over the top of.  The off ball players will make reads and cut using many tactics.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=IS5oushQzBgxmMQcRSo4"" style=""max-width: 100%""></iframe>"
137,2 Man Ideas,Picking,,,
,Zone Offense,Picking in Zones,https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M"" style=""max-width: 100%""></iframe>"
106,Zone Offense,Picking vs Zone Defense,,,
56,Offense - Set Plays,Pios (Denver Modification Fake Flip),https://lacrosse.labradorsports.com/play?l=H43YlOn818dsyAKQjuPB,Denver Endline Play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=H43YlOn818dsyAKQjuPB"" style=""max-width: 100%""></iframe>"
,Offense - Set Plays,Power 1 - Midfield Motion - Alley,https://lacrosse.labradorsports.com/play?l=GJwQGEI7JUipLLS9INlg,The Power 1 Midfield Play is a set play that uses a misdirection pick or a double pick to produce a step-down shot from 8-10 yards by creating a skip lane or a shot on the run with a sweep by picking the switch.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GJwQGEI7JUipLLS9INlg"" style=""max-width: 100%""></iframe>"
109,Set Plays,Power 1 Midfield Play (21-12),,,
110,Man Down,Pressure Man Down,,,
45,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=Fb4O8I8vSCYPnmGYmkou,Man play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Fb4O8I8vSCYPnmGYmkou"" style=""max-width: 100%""></iframe>"
45,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=9MshLpBG5qPbJFXdU1FC,Man play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9MshLpBG5qPbJFXdU1FC"" style=""max-width: 100%""></iframe>"
45,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=DfpkqbWaW5vfOZf8MOJ7,Man play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DfpkqbWaW5vfOZf8MOJ7"" style=""max-width: 100%""></iframe>"
45,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=1qi2Fw6Zd3b1WHL00jwI,"A man up motion that contributed a lot of goals for us this season.  
RP = Righty Passer
LP = Lefty Passer 
IF = Inside Finisher
LS = Lefty Shooter
RS = Righty Shooter
SP = Shooter/Passer","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1qi2Fw6Zd3b1WHL00jwI"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G,2-2-2 Quick is Quick passing + off-ball seal + timed cut = Lots of goals.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=8gsex6n0ug0oB4GKfH2G"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GVPST2wpx2uGa1Wib5gi"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE,"Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman falls off -  the ball carrier should step in and play the forward 3v2.","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=n8finpOQqgY9uge5WUtE"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5iOVOyylFsysB2gFppBc"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz,This simple and effective man up play uses an off ball 2 man game to pick on a single off ball defender with quick ball movement.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=k8NDRgOLMdqRWxu3UKXz"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT,A brilliantly designed Man Up Play by the Duke Blue Devils to beat Denver in 2023,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=70frxrGiOEilpYht10eT"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt,Man play,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pYvSMnanxBMZkSUn89Vt"" style=""max-width: 100%""></iframe>"
,Man Up,Quick Hitters,https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL,An awesome little set play that Rutgers ran vs Penn State in 2021.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=fFVja355bp5zs9o0MJOL"" style=""max-width: 100%""></iframe>"
93,Man Down,Restart Trick Plays,https://lacrosse.labradorsports.com/play?l=7zK7m4bajZCDRNNmDLQ5,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7zK7m4bajZCDRNNmDLQ5"" style=""max-width: 100%""></iframe>"
93,Man Down,Restart Trick Plays,https://lacrosse.labradorsports.com/play?l=wQrEnDCczdZuPowb6CWR,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=wQrEnDCczdZuPowb6CWR"" style=""max-width: 100%""></iframe>"
93,Man Down,Restart Trick Plays,https://lacrosse.labradorsports.com/play?l=g2ksCbXndxVwFygFw76I,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=g2ksCbXndxVwFygFw76I"" style=""max-width: 100%""></iframe>"
93,Man Down,Restart Trick Plays,https://lacrosse.labradorsports.com/play?l=JbER0dqOHzv2ryvj0J0t,Easily get out of doubles and clear the ball during restarts while man down using these simple steps!,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JbER0dqOHzv2ryvj0J0t"" style=""max-width: 100%""></iframe>"
138,Riding,Riding Objectives,https://lacrosse.labradorsports.com/play?l=RS7f3CCb06zZuzigOFC1,"During a ride -  we have three objectives. 

First -  we want to get in to play defense without giving our opponent Transition offensive opportunities. 

Second -  we want to substitute our defensive personnel onto the field. 

Third -  we want to pressure the clearing team to create turnovers -  so we can generate office of opportunities of our own. 

These turnovers are usually the result of forcing long passes or double teaming the Clearing Personnel by setting traps. ","<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RS7f3CCb06zZuzigOFC1"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=OLcwPEKD478uwo8j453A,RIT’s House and 1 Zone combines a House Man Down Defense with a single crease player inside.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OLcwPEKD478uwo8j453A"" style=""max-width: 100%""></iframe>"
114,Defense,RIT House and 1 Zone,https://lacrosse.labradorsports.com/play?l=an1W37412dYeVEbEzLc9,As off ball players enter and exit the crease area -  the tiger must let house players know that the player he is defending is moving off the crease.  Likewise -  perimeter players must communicate to the Tiger that a player is moving to the crease for them to cover.  HOUSE Players must cover backside cutters until they know the Tiger has taken responsibility to cover them.,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=an1W37412dYeVEbEzLc9"" style=""max-width: 100%""></iframe>"
