ID,Title,Content,Excerpt,Date,"Post Type",Permalink,URL,Title,Caption,Description,"Alt Text",Featured,URL,"Drill Types",_drill_category,_drill_duration,_drill_video_url,_drill_notes,_mepr_unauthorized_message_type,_mepr_unauthorized_message,_mepr_unauth_login,_mepr_unauth_excerpt_type,_mepr_unauth_excerpt_size,_learndash_course_grid_short_description,_powlax_drill,_learndash_course_grid_duration,_learndash_course_grid_enable_video_preview,_learndash_course_grid_video_embed_code,_learndash_course_grid_custom_button_text,_learndash_course_grid_custom_ribbon_text,_drill_lab_url_new,_drill_lab_embed,_drill_custom_url,_drill_images,_elementor_page_assets,_drill_lab_url,_drill_game_states,_drill_lab_url_1,_drill_lab_url_2,_drill_lab_url_3,_drill_lab_url_4,_drill_lab_embeds,_drill_lab_url_5,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
48776,"In and Out Ground Balls",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/in-and-out-ground-balls/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:14:""pp-ground-ball"";}",https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=WnuKsb5f4wHRtnRwiMhI"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,in-and-out-ground-balls,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48777,"Island 1v1s",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/island-1v1s-2/,,,,,,,,,"1v1 Drills",,https://vimeo.com/1092025702,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=B1CnJdu5OhemsFObMRKC"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=B1CnJdu5OhemsFObMRKC,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=B1CnJdu5OhemsFObMRKC"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,island-1v1s-2,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48778,"Lafayette Dodging Tree Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/lafayette-dodging-tree-drill/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UPSZmSIOn02FUDiE4Z5R"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=UPSZmSIOn02FUDiE4Z5R,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=UPSZmSIOn02FUDiE4Z5R"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,lafayette-dodging-tree-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48779,"Landmark Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/landmark-drill/,,,,,,,,,"Concept Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=EApkvTnEnfVmVsyptrZB"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=EApkvTnEnfVmVsyptrZB,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=EApkvTnEnfVmVsyptrZB"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,landmark-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48780,"Line Bump Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/line-bump-drill/,,,,,,,,,"Concept Drills",,https://vimeo.com/181826603,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dLMku4yMkscZ56ctmqEQ"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=dLMku4yMkscZ56ctmqEQ,https://lacrosse.labradorsports.com/play?l=dlERYYoXuVTZtZlMyF57,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dLMku4yMkscZ56ctmqEQ"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dlERYYoXuVTZtZlMyF57"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,line-bump-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48781,"Mammoth Shooting Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/mammoth-shooting-drill/,,,,,,,,,,,https://vimeo.com/1092025297,,,,,,,,,,,,,,,,,,a:0:{},,,,,,,,,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,mammoth-shooting-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48782,"Meatloaf Passing Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/meatloaf-passing-drill/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9YIkRsasUmvfUYRLvfkJ"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=9YIkRsasUmvfUYRLvfkJ,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9YIkRsasUmvfUYRLvfkJ"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,meatloaf-passing-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48783,"Michigan Beilin Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/michigan-beilin-drill/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5OYSbSjyFAFNJgEGSSjf"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=5OYSbSjyFAFNJgEGSSjf,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5OYSbSjyFAFNJgEGSSjf"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,michigan-beilin-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48784,"Montreal Passing and Finishing",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/montreal-passing-and-finishing/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9Imz4rLFM42YED9E2JXA"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=9Imz4rLFM42YED9E2JXA,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=9Imz4rLFM42YED9E2JXA"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,montreal-passing-and-finishing,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48785,"Montreal Passing and Finishing From Both Sides",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/montreal-passing-and-finishing-from-both-sides/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1nsEScLN315qrZ2juOwn"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=1nsEScLN315qrZ2juOwn,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=1nsEScLN315qrZ2juOwn"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,montreal-passing-and-finishing-from-both-sides,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48786,"Navy 1v1s",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/navy-1v1s/,,,,,,,,,"1v1 Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hTlKrEcvvGU2FBjHDB9y"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=hTlKrEcvvGU2FBjHDB9y,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hTlKrEcvvGU2FBjHDB9y"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,navy-1v1s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48787,"Turncoat 2v2's",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/turncoat-2v2s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=w7VRTSZvvEuhCkv6xEnK"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=w7VRTSZvvEuhCkv6xEnK,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=w7VRTSZvvEuhCkv6xEnK"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,turncoat-2v2s,,,0,0,0,closed,closed,"2025-07-30 09:10:52"
48788,"Over Passes",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/over-passes/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=APjzx8Ff9FndR2WRALWb"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=APjzx8Ff9FndR2WRALWb,https://lacrosse.labradorsports.com/play?l=7tIhM8oXdxpctvI96QwN,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=APjzx8Ff9FndR2WRALWb"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7tIhM8oXdxpctvI96QwN"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,over-passes,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48789,"Partner Passing",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/partner-passing/,,,,,,,,,"Skill Drills",,https://vimeo.com/1078459069,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Bt5EeTpNRMvsWNovk7XV"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=Bt5EeTpNRMvsWNovk7XV,https://lacrosse.labradorsports.com/play?l=3IqzUT6sJTmZ6lhFj8wd,https://lacrosse.labradorsports.com/play?l=yJBvMNZ0HGVZV88cyTyh,https://lacrosse.labradorsports.com/play?l=yWJESmoXp1JCR1SiizAg,"a:5:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Bt5EeTpNRMvsWNovk7XV"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3IqzUT6sJTmZ6lhFj8wd"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yJBvMNZ0HGVZV88cyTyh"" style=""max-width: 100%""></iframe>"";i:3;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=yWJESmoXp1JCR1SiizAg"" style=""max-width: 100%""></iframe>"";i:4;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dY87pCzRasaT5lAtxcBF"" style=""max-width: 100%""></iframe>"";}",https://lacrosse.labradorsports.com/play?l=dY87pCzRasaT5lAtxcBF,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,partner-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48790,"Plus 1 Ground Balls",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/plus-1-ground-balls/,,,,,,,,,"Team Drills",,https://vimeo.com/1092018863,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Sm8Ygtml3nHZODjBwY1O"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:14:""pp-ground-ball"";i:1;s:23:""pp-offensive-transition"";i:2;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=Sm8Ygtml3nHZODjBwY1O,https://lacrosse.labradorsports.com/play?l=4miRP41KI866vbnRGeI0,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Sm8Ygtml3nHZODjBwY1O"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4miRP41KI866vbnRGeI0"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,plus-1-ground-balls,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48791,"Point of Contact Sliding Drill",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/point-of-contact-sliding-drill/,,,,,,,,,"Concept Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kkVHI3EPhmlLFwi8TfMm"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=kkVHI3EPhmlLFwi8TfMm,https://lacrosse.labradorsports.com/play?l=b1MGo23iZeIyFvEUJAsc,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kkVHI3EPhmlLFwi8TfMm"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=b1MGo23iZeIyFvEUJAsc"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,point-of-contact-sliding-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48792,"Pressure Release GBs 2v2 to 3v2",,,"2025-07-30 09:10:30",powlax_drill,https://powlax.com/powlax_drill/pressure-release-gbs-2v2-to-3v2/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7wmLojQmw25q8A24M0EP"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:4:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";i:2;s:23:""pp-offensive-transition"";i:3;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=7wmLojQmw25q8A24M0EP,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7wmLojQmw25q8A24M0EP"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,pressure-release-gbs-2v2-to-3v2,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48793,"Princeton Full Field 5v4s",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/princeton-full-field-5v4s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BMbKGcFP7ns0tUtecN3U"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:23:""pp-offensive-transition"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=BMbKGcFP7ns0tUtecN3U,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BMbKGcFP7ns0tUtecN3U"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,princeton-full-field-5v4s,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48794,"Reaction Drill to GB",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/reaction-drill-to-gb/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hzCKf8WIZlVjHis2apHE"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-defense"";i:1;s:21:""pp-transition-defense"";}",https://lacrosse.labradorsports.com/play?l=hzCKf8WIZlVjHis2apHE,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=hzCKf8WIZlVjHis2apHE"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,reaction-drill-to-gb,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48795,"Richmond Attack Shooting",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/richmond-attack-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MjtHgyFyRBzOWf3Wcmif"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=MjtHgyFyRBzOWf3Wcmif,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MjtHgyFyRBzOWf3Wcmif"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,richmond-attack-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48796,"Richmond Midfield Shooting",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/richmond-midfield-shooting/,,,,,,,,,"Skill Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=akOQfR7Aydf18VLBJq4I"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=akOQfR7Aydf18VLBJq4I,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=akOQfR7Aydf18VLBJq4I"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,richmond-midfield-shooting,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48797,"Saints Passing",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/saints-passing/,,,,,,,,,"Skill Drills",,https://vimeo.com/180762454,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=krTloU4ondEbmSyg5ugH"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:3:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";i:2;s:11:""pp-clearing"";}",https://lacrosse.labradorsports.com/play?l=krTloU4ondEbmSyg5ugH,https://lacrosse.labradorsports.com/play?l=FOljsBQYpIfuHtp8ergu,,,"a:2:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=krTloU4ondEbmSyg5ugH"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=FOljsBQYpIfuHtp8ergu"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,saints-passing,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48798,"Salisbury Call Drill",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/salisbury-call-drill/,,,,,,,,,"Concept Drills",,https://vimeo.com/1078459726,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZZcLWs5YswNP0dUvs7Mh"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=ZZcLWs5YswNP0dUvs7Mh,https://lacrosse.labradorsports.com/play?l=kP2MSDiOGdHWvSjSr5YE,https://lacrosse.labradorsports.com/play?l=kP2MSDiOGdHWvSjSr5YE,,"a:3:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=ZZcLWs5YswNP0dUvs7Mh"" style=""max-width: 100%""></iframe>"";i:1;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kP2MSDiOGdHWvSjSr5YE"" style=""max-width: 100%""></iframe>"";i:2;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=kP2MSDiOGdHWvSjSr5YE"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,salisbury-call-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48799,"Salmon Bellies Finishing",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/salmon-bellies-finishing/,,,,,,,,,"Skill Drills",,https://vimeo.com/1081205239,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4VaFij1LOrHrH28eph89"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:23:""pp-offensive-transition"";}",https://lacrosse.labradorsports.com/play?l=4VaFij1LOrHrH28eph89,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4VaFij1LOrHrH28eph89"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,salmon-bellies-finishing,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48800,"Shedding Point of Contact Sliding Drill",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/shedding-point-of-contact-sliding-drill/,,,,,,,,,"Concept Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CEj5gC24a9194o4HGcM1"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:1:{i:0;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=CEj5gC24a9194o4HGcM1,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=CEj5gC24a9194o4HGcM1"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,shedding-point-of-contact-sliding-drill,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48801,"Short 1v1s",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/short-1v1s/,,,,,,,,,"1v1 Drills",,https://vimeo.com/1078533920,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qR2EL1UjiWNiDsSG8rjg"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=qR2EL1UjiWNiDsSG8rjg,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qR2EL1UjiWNiDsSG8rjg"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,short-1v1s,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
48802,"Side 4v4s",,,"2025-07-30 09:10:31",powlax_drill,https://powlax.com/powlax_drill/side-4v4s/,,,,,,,,,"Team Drills",,,,,,,,,,,,,,,,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LnsAxIS4Pd2NZYnDuHKd"" style=""max-width: 100%""></iframe>",,,a:0:{},,"a:2:{i:0;s:18:""pp-settled-offense"";i:1;s:18:""pp-settled-defense"";}",https://lacrosse.labradorsports.com/play?l=LnsAxIS4Pd2NZYnDuHKd,,,,"a:1:{i:0;s:136:""<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LnsAxIS4Pd2NZYnDuHKd"" style=""max-width: 100%""></iframe>"";}",,publish,1,powlax,patrick@powlax.com,Patrick,Chapla,side-4v4s,,,0,0,0,closed,closed,"2025-07-30 09:10:53"
