ID,Title,Content,Positions,"Academy Single Drills","Academy Drill Equipment","Players See & Do The Skills","Coach the Skills","Players Own the Skills","Space Needed",Complexity,"Sets and Reps","Drill Length in Minutes","Quiz / Workout Categories","Quiz / Workout Tags"
47563,"Cross Body Catch and Pause Drill",[embed]https://vimeo.com/1005106024[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Building,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal","catching|cross body|Skills-Academy"
47565,"Cross Over Step Roll Dodge to Shot on the Run Drill",[embed]https://vimeo.com/998918912[/embed],,"Offense (with ball)>Dodging>Roll Dodge",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","cross over|roll dodge|Skills-Academy"
47567,"Defending at X - Run The Rails",[embed]https://vimeo.com/1003776061[/embed],,"Defense (no ball)>Defending at X",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","footwork|One Defense Dollar|running|Skills-Academy"
47569,"Defending at X - Through X Roll Back Drill",[embed]https://vimeo.com/1003777493[/embed],,"Defense (no ball)>Defending at X",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","One Defense Dollar|over the goal|roll dodge|Skills-Academy"
47571,"Defending at X - Through X Run The Rails",[embed]https://vimeo.com/1003776175[/embed],,"Defense (no ball)>Defending at X",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","footwork|One Defense Dollar|running|Skills-Academy"
47573,"Ding Dong Check on the Goal Drill",[embed]https://vimeo.com/1006973273[/embed],,"Defense (no ball)>Checking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","defensive checking|goal defense|One Defense Dollar|Skills-Academy"
47575,"Double Hitch Drill",[embed]https://vimeo.com/998233177[/embed],,"Offense (with ball)>Dodging>Hitch",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","hitch step|shooting|Skills-Academy"
47577,"Explode Speed Change Hesitation Drill",[embed]https://vimeo.com/1000499807[/embed],,"Offense (with ball)>Dodging>Rocker / Hesitation",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","dodging|explosive movement|Skills-Academy"
47579,"Extended Swat The Fly Drill",[embed]https://vimeo.com/995813655[/embed],,"Offense (with ball)>Passing",Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","extended release|passing|Skills-Academy"
47581,"Face Dodge to Answer Move Drill",[embed]https://vimeo.com/995813715[/embed],,"Offense (with ball)>Dodging>Face Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 5 Reps","4 Minutes","One Lax Credit|One Midfield Medal","answer move|face dodge|Skills-Academy"
47583,"Fake Far Finish Near Drill",[embed]https://vimeo.com/997569734[/embed],,"Offense (with ball)>Faking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","3 Minutes","One Attack Token|One Lax Credit",faking|finishing|Skills-Academy
47585,"Fake Near Finish Far Drill",[embed]https://vimeo.com/997569673[/embed],,"Offense (with ball)>Faking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","3 Minutes","One Attack Token|One Lax Credit",faking|finishing|Skills-Academy
47587,"Fake The Slide Away Dodging Drill",[embed]https://vimeo.com/997569758[/embed],,"Offense (with ball)>Faking",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Attack Token|One Lax Credit",dodging|faking|Skills-Academy
47589,"Far Side Fake Drill",[embed]https://vimeo.com/997569702[/embed],,"Offense (with ball)>Faking",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Attack Token|One Lax Credit","face dodge|faking|Skills-Academy"
47591,"Fast Break - Back Pipe Cross Crease Cut Drill",[embed]https://vimeo.com/1005105857[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","catching|fast break|finishing|Skills-Academy"
47593,"Fast Break - Low, Catch to Up the Hash Shot on the Run Drill",[embed]https://vimeo.com/1005105382[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|shooting on the run|Skills-Academy"
47595,"Fast Break - Low, Catch to Up the Hash Time and Room Shot Drill",[embed]https://vimeo.com/1005105608[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|low catching|Skills-Academy"
47597,"Fast Break - Low, Up The Hash, Catch, Protect, and Turn The Corner Drill",[embed]https://vimeo.com/1005105643[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|protecting stick|Skills-Academy"
47599,"Fast Break - Point Catch and Fire Drill",[embed]https://vimeo.com/1005105696[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","catch and shoot|fast break|Skills-Academy"
47601,"Fast Break - Point Catch, Hitch, Shoot on the Run Drill",[embed]https://vimeo.com/1005105748[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|shooting on the run|Skills-Academy"
47603,"Fast Break - Point Pass to Low Drill",[embed]https://vimeo.com/1005105796[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|passing|Skills-Academy"
47605,"Fast Break - Skip to Low, Snively Catch and Finish Drill",[embed]https://vimeo.com/1005105960[/embed],,"Offense (with ball)>Fast Break Drills","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","fast break|finishing|Skills-Academy"
47607,"Fast Break Defense - Cross Crease Rotation Drill",[embed]https://vimeo.com/1007665438[/embed],,"Defense (no ball)>Fast Break Rotations",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive rotation|fast break defense|One Defense Dollar|Skills-Academy"
47609,"Fast Break Defense - Get Down The Back Pipe Rotation Drill",[embed]https://vimeo.com/1010346853[/embed],,"Defense (no ball)>Fast Break Rotations",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive positioning|fast break defense|One Defense Dollar|Skills-Academy"
47611,"Fast Break Defense - Point Slide Drill",[embed]https://vimeo.com/1007661944[/embed],,"Defense (no ball)>Fast Break Rotations",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive sliding|fast break defense|One Defense Dollar|Skills-Academy"
47613,"Fast Break Defense - Up The Hash Rotation Drill",[embed]https://vimeo.com/1007665531[/embed],,"Defense (no ball)>Fast Break Rotations",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive rotation|fast break defense|One Defense Dollar|Skills-Academy"
47615,"Foot Fire 3 Step Split Dodge Drill",[embed]https://vimeo.com/995904766[/embed],,"Offense (with ball)>Dodging>Split Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","footwork|Skills-Academy|split dodge"
47617,"Foot Fire Single Jab Face Dodge Drill",[embed]https://vimeo.com/995814381[/embed],,"Offense (with ball)>Dodging>Face Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","face dodge|jab step|Skills-Academy"
47619,"Foot Fire Single Jab Face Dodge to Answer Move",[embed]https://vimeo.com/995814233[/embed],,"Offense (with ball)>Dodging>Face Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","answer move|face dodge|Skills-Academy"
47621,"Foot Fire Single Jab Face Dodge to Roll Back Drill",[embed]https://vimeo.com/995813809[/embed],,"Offense (with ball)>Dodging>Face Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","face dodge|roll dodge|Skills-Academy"
47623,"Foot Fire Single Jab Split Dodge Drill",[embed]https://vimeo.com/995814100[/embed],,"Offense (with ball)>Dodging>Split Dodge",Cones|Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","jab step|Skills-Academy|split dodge"
47625,"Front Foot Hitch Drill",[embed]https://vimeo.com/998233385[/embed],,"Offense (with ball)>Dodging>Hitch",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","hitch step|shooting|Skills-Academy"
47627,"High Crease - Back Pipe Cut Catch and Finish Drill",[embed]https://vimeo.com/1005105413[/embed],,"Offense (with ball)>Inside Finishing","Bounce Back or Partner|Goal",8-12,10-14,12-16,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Attack Token|One Lax Credit","cutting|dodging from X|Skills-Academy"
47629,"High Crease - Ball Cut Catch and Finish Drill",[embed]https://vimeo.com/1005105345[/embed],,"Offense (with ball)>Inside Finishing","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Attack Token|One Lax Credit","cutting|dodging from X|finishing|Skills-Academy"
47631,"High Crease - Clear Through Cut Catch and Finish Drill",[embed]https://vimeo.com/1005105345[/embed],,"Offense (with ball)>Inside Finishing","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Attack Token|One Lax Credit","cutting|dodging from X|finishing|Skills-Academy"
47633,"Horizontal Cradle Circles",[embed]https://vimeo.com/1000143480[/embed],,"Offense (with ball)>Cradling",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x5 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal","cradling|Skills-Academy|stick work"
47635,"Infinity Down Checking and Footwork Drill",[embed]https://vimeo.com/1006972761[/embed],,"Defense (no ball)>Checking",Cones,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"3 Sets of 20 Seconds Each","2 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|stick work"
47637,"Infinity Up Checking and Footwork Drill",[embed]https://vimeo.com/1006972662[/embed],,"Defense (no ball)>Checking",Cones,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"3 Sets of 20 Seconds Each","2 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|stick work"
47639,"Inside Roll Dodging from X Drill",[embed]https://vimeo.com/1010351895[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","dodging from X|roll dodge|Skills-Academy"
47641,"Jump Shot on the Run Drill",[embed]https://vimeo.com/995899368[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","jump shot|shooting on the run|Skills-Academy"
47643,"Ladder Drill - Icky Shuffle",[embed]https://vimeo.com/1003776640[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47645,"Ladder Drill - Left Foot In and Out",[embed]https://vimeo.com/1003777328[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47647,"Ladder Drill - One Foot In Each",[embed]https://vimeo.com/1003777403[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47649,"Ladder Drill - Right Foot In and Out",[embed]https://vimeo.com/1003775861[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47651,"Ladder Drill - Sideways In and Out - Left",[embed]https://vimeo.com/1003777224[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47653,"Ladder Drill - Sideways In and Out - Right",[embed]https://vimeo.com/1003777139[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47655,"Ladder Drill - Two Feet In Each - Left First",[embed]https://vimeo.com/1003775538[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47657,"Ladder Drill - Two Feet in Each - Right First",[embed]https://vimeo.com/1003776763[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47659,"Ladder Drill - Two In Two Out",[embed]https://vimeo.com/1003776857[/embed],,"Defense (with ball)>Ladder Drill","Goal|Speed Ladder",6-8,6-8,9-10,"Field (Balls in Flight)>10x10 Yard Box",Building,"1 Set of 2 Reps","2 Minutes","One Defense Dollar|One Lax Credit",footwork|scooping|Skills-Academy
47661,"Long Passing Drill",[embed]https://vimeo.com/1006972824[/embed],,"Offense (with ball)>Passing","Goal|Multiple Balls",6-8,6-8,9-10,"Field (Balls in Flight)>10x30+ Yards Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","long passing|Skills-Academy|throwing"
47663,"Low Catch Drill",[embed]https://vimeo.com/1005106359[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Building,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal","catching|low catches|Skills-Academy"
47665,"Low Crease - Up Field Cut Catch and Finish Drill",[embed]https://vimeo.com/1005105297[/embed],,"Offense (with ball)>Inside Finishing","Bounce Back or Partner|Goal",6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Attack Token|One Lax Credit","cutting|finishing|Skills-Academy|sweep dodge"
47667,"M Checking and Footwork Drill",[embed]https://vimeo.com/1006972399[/embed],,"Defense (no ball)>Checking",Cones,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"3 Sets of 20 Seconds Each","2 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|stick work"
47669,"Matt Brown Shooting Drill",[embed]https://vimeo.com/989570487[/embed],,"Offense (with ball)>Shooting>Shooting on the Run",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","Matt Brown technique|shooting|Skills-Academy"
47671,"Minnows Ground Ball Drill, Miss, Kick, Scoop",[embed]https://vimeo.com/995814739[/embed],,"Offense (with ball)>Ground Balls",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x30 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Lax Credit|One Midfield Medal","ground ball recovery|scooping|Skills-Academy"
47673,"Minnows Ground Balls, Kiss The Stick Up to Pass Drill",[embed]https://vimeo.com/995814706[/embed],,"Offense (with ball)>Ground Balls",,6-8,6-8,9-10,"Anywhere (No Flying Balls)>5x30 Yard Box",Foundation,"1 Set of 2 Reps","2 Minutes","One Lax Credit|One Midfield Medal","ground ball drill|scooping|Skills-Academy"
47675,"MJ Move Dodging from X Drill",[embed]https://vimeo.com/1010348045[/embed],,"Offense (with ball)>Finishing From X",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","advanced dodging|MJ move|Skills-Academy"
47677,"Near Side Fake Drill",[embed]https://vimeo.com/997569634[/embed],,"Offense (with ball)>Faking",,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Attack Token|One Lax Credit","face dodge|faking|Skills-Academy"
47679,"Off Hand Wide Turn Ground Ball to Long Pass Drill",[embed]https://vimeo.com/1006972877[/embed],,"Defense (with ball)>Ground Balls","Cones|Goal|Multiple Balls",6-8,6-8,9-10,"Field (Balls in Flight)>10x30+ Yards Box",Building,"1 Set of 5 Reps","2 Minutes","One Defense Dollar|One Lax Credit","long passing|scooping|Skills-Academy"
47681,"Off Hand Wide Turn Ground Balls",[embed]https://vimeo.com/995816035[/embed],,"Offense (with ball)>Ground Balls",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","3 Minutes","One Lax Credit|One Midfield Medal","scooping|Skills-Academy|wide turn"
47683,"On Ball Defense to Recover Drill",[embed]https://vimeo.com/1010390853[/embed],,"Defense (no ball)>Slide and Recover",Cones|Goal,6-10,8-12,10-14,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defense|One Defense Dollar|recovery|Skills-Academy"
47685,"One Handed Protected Cradle",[embed]https://vimeo.com/1000143432[/embed],,"Offense (with ball)>Cradling",,6-10,8-12,10-14,"Anywhere (No Flying Balls)>5x5 Yard Box",Foundation,"4 Sets (2 per hand) for 20 Seconds Each","3 Minutes","One Lax Credit|One Midfield Medal",cradling|protection|Skills-Academy
47687,"Over The Shoulder Catching Drill",[embed]https://vimeo.com/1005106217[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Foundation,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal","catching|over shoulder|Skills-Academy"
47689,"Paint The Pipe Drill",[embed]https://vimeo.com/995814874[/embed],,"Offense (with ball)>Passing",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal",accuracy|passing|Skills-Academy
47691,"Pipe Approaches - Approach and Backpedal",[embed]https://vimeo.com/1002923252[/embed],,"Defense (no ball)>Pipe Approaches",Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Foundation,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","backpedal|defensive footwork|One Defense Dollar|Skills-Academy"
47693,"Pipe Approaches - C Approach and Shuffle",[embed]https://vimeo.com/1002923331[/embed],,"Defense (no ball)>Pipe Approaches",Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|One Defense Dollar|shuffle|Skills-Academy"
47695,"Pipe Approaches - C Approach and Shuffle Drop Step",[embed]https://vimeo.com/1002923401[/embed],,"Defense (no ball)>Pipe Approaches",Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|One Defense Dollar|shuffle|Skills-Academy"
47697,"Pipe Approaches - C Approach Turn and Run",[embed]https://vimeo.com/1002923573[/embed],,"Defense (no ball)>Pipe Approaches",Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|One Defense Dollar|pipe approach|Skills-Academy"
47699,"Pipe Approaches - C Approach Turn and Run Drop Step",[embed]https://vimeo.com/1002923710[/embed],,"Defense (no ball)>Pipe Approaches",Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Building,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|drop step|One Defense Dollar|Skills-Academy"
47701,"Pipe Approaches - Left Foot Forward Retreat Steps",[embed]https://vimeo.com/1010346541[/embed],,"Defense (no ball)>Pipe Approaches",Cones|Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|One Defense Dollar|retreat steps|Skills-Academy"
47703,"Pipe Approaches - Right Foot Forward Retreat Steps",[embed]https://vimeo.com/1010346448[/embed],,"Defense (no ball)>Pipe Approaches",Cones|Goal,6-8,6-8,9-10,"Anywhere (No Flying Balls)>10x10 Yard Box",Advanced,"1 Set of 3 Reps","2 Minutes","One Defense Dollar|One Lax Credit","defensive footwork|One Defense Dollar|retreat steps|Skills-Academy"
47705,"Pipe Approaches - Slap Check Drill",[embed]https://vimeo.com/1006973050[/embed],,"Defense (no ball)>Checking",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>10x10 Yard Box",Building,"1 Set of 3 Reps","3 Minutes","One Defense Dollar|One Lax Credit","defensive checking|One Defense Dollar|Skills-Academy|slap check"
47707,"Pop to Catch Drill",[embed]https://vimeo.com/1005106321[/embed],,"Offense (with ball)>Catching Drills","Bounce Back or Partner",6-8,6-8,9-10,"Field (Balls in Flight)>5x15 Yard Box",Foundation,"2 Sets (1 per hand) of 10 Reps","3 Minutes","One Lax Credit|One Midfield Medal","catching|pop technique|Skills-Academy"
47709,"Pop to Hitch Drill",[embed]https://vimeo.com/998233057[/embed],,"Offense (with ball)>Dodging>Hitch",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 3 Reps","4 Minutes","One Lax Credit|One Midfield Medal","catching|hitch step|Skills-Academy"
47711,"Pop to Shot - Time and Room Shooting Drill",[embed]https://vimeo.com/995814969[/embed],,"Offense (with ball)>Shooting>Time and Room",Goal,6-8,6-8,9-10,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Foundation,"2 Sets (1 per hand) of 5 Reps","5 Minutes","One Lax Credit|One Midfield Medal","pop technique|shooting|Skills-Academy"
47713,"Post Up BTB Dodging from X Drill",[embed]https://vimeo.com/1010347922[/embed],,"Offense (with ball)>Finishing From X",Goal,8-12,10-14,12-16,"Goal Area Spaces (Goals for shooting or reference)>20x20 Yard Box",Advanced,"2 Sets (1 per hand) of 4 Reps","5 Minutes","One Attack Token|One Lax Credit","BTB|dodging from X|post up|Skills-Academy"
